before,after,basis,confidence,source_file
우와아아...!,우와아아…!,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
이거 간다...,이거 간다…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"이거, 이거, 이거, 그거, 이거, 그 정도, 그 정도...","이거, 이거, 이거, 그거, 이거, 그 정도, 그 정도…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"아, 좀 더 해 줘...","아, 좀 더 해 줘…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"멍, 멍, 멍...","멍, 멍, 멍…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
그래도 요즘은...,그래도 요즘은…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
아파... 잠깐 쉬어.,아파… 잠깐 쉬어.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
아직 아파...,아직 아파…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
어떻게 하지...,어떻게 하지…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
그거 맛있어...,그거 맛있어…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
응응...,응응…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
응-...,응-…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
아-...,아-…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"아, 대단해. 엄청 단단하게 섰어...","아, 대단해. 엄청 단단하게 섰어…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
떨리고 있어... 기분 좋아?,떨리고 있어… 기분 좋아?,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
아~.,아…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
으~.,으…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
아빠... 엄마...,아빠… 엄마…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
세 번째... 첫 번째... 다섯 번째...,세 번째… 첫 번째… 다섯 번째…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"아, 거기... 기분 좋아?","아, 거기… 기분 좋아?",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"아, 기분 좋아...","아, 기분 좋아…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
정말 깊어...,정말 깊어…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
아아------.,아아…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
기분 좋아... 숨이 가빠.,기분 좋아… 숨이 가빠.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
이쪽...,이쪽…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"아-, 기분 좋아. 아-, 기분 좋아. 아-, 기분 좋아...","아-, 기분 좋아. 아-, 기분 좋아. 아-, 기분 좋아…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
나 좀 눕게 해 줘...,나 좀 눕게 해 줘…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"아, 어디...","아, 어디…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
싫어...,싫어…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"아, 거기에, 거기에, 거기에...","아, 거기에, 거기에, 거기에…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"아아, 거기... 기분 좋아.","아아, 거기… 기분 좋아.",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"어라, 아들...","어라, 아들…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
아... 미안해.,아… 미안해.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"아~이거구나, 그거구나.","아…이거구나, 그거구나.",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
아~이거구나.,아…이거구나.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
갈게~.,갈게…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
사진 촬영...,사진 촬영…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
죄송해요. 좀 추운 곳으로 잡아서...,죄송해요. 좀 추운 곳으로 잡아서…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
평소엔 자고 있어서...,평소엔 자고 있어서…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"음, 셀프 네일 하는 거랑...","음, 셀프 네일 하는 거랑…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
전부 혼자서 하는 거네...,전부 혼자서 하는 거네…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
그거 하는 거랑...,그거 하는 거랑…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
또 게임도 좋아하고...,또 게임도 좋아하고…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
컴퓨터로 게임하는데...,컴퓨터로 게임하는데…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
PC 게임이랑...,PC 게임이랑…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
그리고 역시 공룡 관련 지식 배우는 것도 좋아하고...,그리고 역시 공룡 관련 지식 배우는 것도 좋아하고…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
최근엔 일 때문에 좀 안 타려고 하고 있지만...,최근엔 일 때문에 좀 안 타려고 하고 있지만…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"아니, 보통. 250에서 400cc 정도...","아니, 보통. 250에서 400cc 정도…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
아~ 이런.,아… 이런.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
이런 고전적인 수법에...,이런 고전적인 수법에…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"뭔가 아까보다 더 추워져서, 팔짱뿐만 아니라... 손도 잡았으면 하는데. 손이 너무 차가워서 미안해요.","뭔가 아까보다 더 추워져서, 팔짱뿐만 아니라… 손도 잡았으면 하는데. 손이 너무 차가워서 미안해요.",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"신경 안 쓰여? 별로. 별로 안 쓰여. 뭐랄까? 눈 쪽이... 엄청 예뻐, 여기. 우와~ 발견해 버렸다. 와, 좋네요 이거. 대박. 어, 엄청 예쁘다. 반대로 좀 무섭네. 바닥. 와, 대박. 여기 봐봐. 좋네요.","신경 안 쓰여? 별로. 별로 안 쓰여. 뭐랄까? 눈 쪽이… 엄청 예뻐, 여기. 우와… 발견해 버렸다. 와, 좋네요 이거. 대박. 어, 엄청 예쁘다. 반대로 좀 무섭네. 바닥. 와, 대박. 여기 봐봐. 좋네요.",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
의외로 적극적인 면이 있어서 좀... 어머.,의외로 적극적인 면이 있어서 좀… 어머.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
오~ 대박 대박 대박. 장난 아니네.,오… 대박 대박 대박. 장난 아니네.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
우와~ 우와우와야. 우와.,우와… 우와우와야. 우와.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
뭔가... 앗. 이런 말 하면 안 되려나.,뭔가… 앗. 이런 말 하면 안 되려나.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
말해버렸잖아?,말해 버렸잖아?,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
우와~ 왔다 왔다 왔다.,우와… 왔다 왔다 왔다.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
우와우와우와~,우와우와우와…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
그런 거 집에서 해봐.,그런 거 집에서 해 봐.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
좀 마사지 해줘서 펴주고.,좀 마사지 해 줘서 펴주고.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
헤헤~.,헤헤…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
우응...,우응…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
이거...,이거…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
예쁘게 해서...,예쁘게 해서…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
빨아줄게.,빨아 줄게.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
장난 아냐... 기분 좋아.,장난 아냐… 기분 좋아.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
우와~!,우와…!,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
먹어줬으면 해서... 앗!,먹어줬으면 해서… 앗!,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
음식 말하는 거 아니야~.,음식 말하는 거 아니야…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"근데 뭔가 사람들이랑 밥 먹으러 갈 때, '전 이거 못 먹어요'라든가,","근데 뭔가 사람들이랑 밥 먹으러 갈 때, '전 이거 못 먹어요'라든가",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"응, 뭔가 꾹 참고 맛없다고 생각하면서도 계속 먹다 보니까,","응, 뭔가 꾹 참고 맛없다고 생각하면서도 계속 먹다 보니까",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
아~ 근데 나도 좋아할지도.,아… 근데 나도 좋아할지도.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
'먹고 싶어'라고 하면 착한 시짱은 어떻게 해줄 거야?,'먹고 싶어'라고 하면 착한 시짱은 어떻게 해 줄 거야?,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
함박스테이크 먹고 싶어~ 라고 하면.,함박스테이크 먹고 싶어… 라고 하면.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"나, 한입에 가버릴 테니까.","나, 한입에 가 버릴 테니까.",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"자, 아~.","자, 아…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
오~ 대박. 한입이네.,오… 대박. 한입이네.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
앙~.,앙…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
에~ 대박.,에… 대박.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
에에...,에에…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"아니, 진짜 엄청...","아니, 진짜 엄청…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"오, 벌써...","오, 벌써…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
물 흘려버렸네.,물 흘려 버렸네.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
온도가...,온도가…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
헤헤...,헤헤…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
이렇게 하니까 역시...,이렇게 하니까 역시…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
아~ 대박. 기분 좋아.,아… 대박. 기분 좋아.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
네~.,네…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
열심히 했어... 마셔도 돼?,열심히 했어… 마셔도 돼?,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
오래 기다렸지~.,오래 기다렸지…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
장난 아니네~.,장난 아니네…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"에? 다시 한번, 다시 한번 말해봐 뭐?","에? 다시 한번, 다시 한번 말해 봐 뭐?",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
그대로 엉덩이 찍게 해줘.,그대로 엉덩이 찍게 해 줘.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
벗을 수 있게 되어 있네. 응.,벗을 수 있게 돼 있네. 응.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
더 해줘도 돼?,더 해 줘도 돼?,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
천천히 해줘.,천천히 해 줘.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
기분 좋아... 기분 좋아...,기분 좋아… 기분 좋아…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
엄청 부드러워...,엄청 부드러워…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
엄청 해줘...,엄청 해 줘…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
엎드려서...,엎드려서…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
하이야...,하이야…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
더 해줘도 돼? 더 해줘. 괜찮아?,더 해 줘도 돼? 더 해 줘. 괜찮아?,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
발로 해줘도 괜찮아.,발로 해 줘도 괜찮아.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
기분 좋아... 갈 것 같아... 아파...,기분 좋아… 갈 것 같아… 아파…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"아파, 아파, 아파...","아파, 아파, 아파…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
대박. 이렇게 되어 있구나 싶어.,대박. 이렇게 돼 있구나 싶어.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
저쪽에서도 해볼래?,저쪽에서도 해 볼래?,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
가버려.,가 버려.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
싸버리면 끝나잖아.,싸 버리면 끝나잖아.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"밥 먹고, 데이트하고,","밥 먹고, 데이트하고",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
좀 더 보여줘 봐.,좀 더 보여 줘 봐.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
좀 더 뒤로 향하게 해봐.,좀 더 뒤로 향하게 해 봐.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
그래. 좀 더 보여줘.,그래. 좀 더 보여 줘.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
달아오른 얼굴 잘 보여줘 봐.,달아오른 얼굴 잘 보여 줘 봐.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
보지. 기분 좋아서 젖어버렸어.,보지. 기분 좋아서 젖어 버렸어.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
기분 좋아... 더 해줘...,기분 좋아… 더 해 줘…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"응, 더...","응, 더…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
나한테 잔뜩 보여줘 봐.,나한테 잔뜩 보여 줘 봐.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"바닥에 서서, 엉덩이 쪽 향해봐.","바닥에 서서, 엉덩이 쪽 향해 봐.",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아, 아",아아아…!,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"하면서, 역시 갈 것 같다고 말하게 돼...","하면서, 역시 갈 것 같다고 말하게 돼…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
혀를 움직이는 편이 하기 편하네...,혀를 움직이는 편이 하기 편하네…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
대박... 엄청 커져 있어...,대박… 엄청 커져 있어…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"그럼, 아직 팬티 위에서 해버릴까...","그럼, 아직 팬티 위에서 해 버릴까…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
대박... 엄청 커져버려서...,대박… 엄청 커져버려서…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"근데, 이렇게 세운 건 누굴까...","근데, 이렇게 세운 건 누굴까…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
누굴까...,누굴까…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
점점 더 딱딱해지네...,점점 더 딱딱해지네…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
점점 더...,점점 더…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
딱딱해진 것 같아...,딱딱해진 것 같아…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"그렇게 당하면, 당장 만져달라고 하고 싶어져...","그렇게 당하면, 당장 만져달라고 하고 싶어져…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
아직...,아직…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
기분 좋은 곳을 아네...,기분 좋은 곳을 아네…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"그럼, 맨자지 봐버릴까...","그럼, 맨자지 봐버릴까…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
엄청 커...,엄청 커…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
대박...,대박…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
기분 좋네...,기분 좋네…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
직접 만지는 게 더 기분 좋아...,직접 만지는 게 더 기분 좋아…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
불알도 빵빵해...,불알도 빵빵해…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
불알도...,불알도…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
그런 말도 해주는구나...,그런 말도 해주는구나…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
핥아줬으면 좋겠어...,핥아줬으면 좋겠어…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"그럼, 먼저 유두를 한 번 더 할까...","그럼, 먼저 유두를 한 번 더 할까…",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
가슴을 대고...,가슴을 대고…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
참을 수 있을까...,참을 수 있을까…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
우왓...,우왓…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
잘 보고 있어...,잘 보고 있어…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
미끌미끌하게 해주는구나...,미끌미끌하게 해주는구나…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
자지 질척질척해졌어...,자지 질척질척해졌어…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
딱딱해...,딱딱해…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
자지...,자지…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
엄청 크고...,엄청 크고…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
엄청 딱딱해...,엄청 딱딱해…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
조금 벌 받아도 돼...,조금 벌 받아도 돼…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
"에, 그만해, 가버려.","에, 그만해, 가 버려.",,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
지금은 혼자 가버리겠네. 그건 안 되지.,지금은 혼자 가 버리겠네. 그건 안 되지.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
역시 앞으로 뻗게 해줘.,역시 앞으로 뻗게 해 줘.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
에에에에...,에에에에…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
이것도...,이것도…,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
얼굴 좀 보여줘 봐.,얼굴 좀 보여 줘 봐.,,,/mnt/data/final_natural_ko_bundle/all-files.changes.csv
카에데 후와 씨라는…,카에데 후우아 씨라는 분입니다.,출연자 이름 오인식 교정,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
후와 씨와 어떤 졸업을 맞고 싶어요?,후우아 씨와 어떤 식으로 첫 경험을 마무리하고 싶어요?,이름 및 질문 문장 자연화,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
이 영상은 나중에 후와 씨에게도 보여 줄 텐데요.,이 영상은 나중에 후우아 씨에게도 보여 드릴 텐데요.,출연자 이름 오인식 교정,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
후와 씨가 스물한 살이죠?,후우아 씨가 스물한 살이죠?,출연자 이름 오인식 교정,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
후와 씨 나이에…,후우아 씨 나이 때 한 번 도전했다가…,이름 및 문장 연결 교정,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
후와 씨가 이끄는 거예요.,이번에는 후우아 씨가 이끌어 주는 거예요.,이름 및 문장 자연화,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
후와 씨에게도 들어 볼까요?,후우아 씨의 각오도 들어 볼까요?,이름 및 문장 자연화,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
"그래도 제가 만들게요. 사 오시게요? 네, 다녀올게요. 죄송합니다.","제가 만들게요. 필요한 건 사 오실래요? 네, 다녀올게요. 죄송합니다.",화자 분리 및 대화 흐름 정리,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
"실제로 보니 신기하죠? 네, 정말 본인이네요. 제 작품도 아세요? 네.",실제로 보니 신기하죠? 정말 본인이네요. 제 작품도 아세요? 네.,화자 분리 및 중복 제거,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
뭐든 괜찮지만… 후와 씨?,뭐든 괜찮지만… 후우아 씨라고 부를까요?,출연자 이름 오인식 교정,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
"후와 씨요. 그럼 후, 후와 씨는 쉬고 계세요.",후우아 씨요. 그럼 쉬고 계세요.,출연자 이름 및 반복 교정,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
순서를 잘못 잡거나 서로 속도가 맞지 않아 무섭게 한 것 같다는 거죠?,순서를 서두르고 서로 속도를 맞추지 못해 상대를 무섭게 한 것 같다는 거죠?,긴 번역투 문장 자연화,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
"한 달 동안 같이 지낼 기회가 있으니, 저는 좀 더 친해져서 여러 가지를 함께하고 싶어요. 저와 친하게 지내 줄래요?",한 달 동안 좀 더 친해져서 여러 가지를 함께하고 싶어요. 저와 친하게 지내 줄래요?,화자·문장 구조 정리,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
마지막에는 졸업시켜 줄 수 있도록 하겠습니다.,마지막에는 제대로 첫 경험을 마칠 수 있도록 도와줄게요.,부자연스러운 '졸업시켜 주다' 표현 완화,중간,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
좀처럼 마음을 열어 주지 않아서 막막해요.,좀처럼 마음을 열어 주지 않아 막막해요.,한국어 자연화,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
산책하면서 친해진 뒤 좀 더 적극적으로 하라고요.,산책하며 가까워진 뒤 조금 더 적극적으로 다가가라고요?,문장 호흡 정리,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
지금 함께 지내는 것도 꽤 괜찮아. 그러니 좀 더 자신감을 가져.,지금 함께 지내는 것도 꽤 괜찮잖아. 그러니 좀 더 자신감을 가져.,화자 분리 및 줄바꿈,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
지난번엔 입으로 해 주다가 제가 못 참고 가 버렸어요. 조금 약하게 할 걸 그랬나 봐요.,지난번엔 입으로 해 주다가 못 참고 가 버렸어요. 조금 약하게 할 걸 그랬나 봐요.,화자 분리 및 문장 자연화,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
네. 오늘은 졸업시켜 보겠습니다.,오늘은 첫 경험까지 갈 수 있도록 해 볼게요.,장면 목표 표현 자연화,중간,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
이제 졸업했네.,이제 첫 경험을 마쳤네.,반복되는 '졸업' 표현 자연화,중간,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
졸업.,드디어 했어요.,반복되는 '졸업' 표현 자연화,중간,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
확실히 졸업했어.,확실히 첫 경험을 한 거야.,반복되는 '졸업' 표현 자연화,중간,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
후와 씨는 요리를 자주 해요?,후우아 씨는 요리를 자주 해요?,출연자 이름 오인식 교정,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
후와 씨는 마셔요?,후우아 씨는 술 자주 마셔요?,출연자 이름 및 문장 자연화,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
"그래도 행동력이 있잖아. 아, 그런가요.","그래도 직접 지원할 만큼 행동력이 있잖아. 아, 그런가요.",화자 분리 및 문장 자연화,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
감독님이나 트위터로.,감독님께 말하거나 트위터로 알려 줘.,누락된 서술어 복원,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
후와 씨가 빠르게 해 줘서…,후우아 씨가 빠르게 해 줘서…,출연자 이름 오인식 교정,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
후와 씨를…,후우아 씨를 기분 좋게 해 주고 싶어요.,이름 및 다음 블록과 문장 결합,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
기분 좋게 해 주고 싶어요.,제가 해 볼게요.,앞 블록과 중복된 문장 정리,중간,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
다음 영상에서 만나요.,조금은 잘하게 된 것 같아?,목욕 장면과 충돌한 메타 문장 교체,중간,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
그에게 배운 대로 했어요.,알려 준 대로 해 봤어요.,장면에 맞게 문장 자연화,중간,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
여러 정보를 찾아봤습니다.,인터넷에서도 이것저것 찾아봤어요.,앞뒤 대화 연결 자연화,중간,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
"이런 거 좋아해? 좋아? 응, 좋아.","이런 거 좋아해? 응, 좋아.",중복 질문 정리,높음,/mnt/data/SSIS-575_photo_guided_pass1/SSIS-575.photo-guided-pass1-changes.csv
